着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,7,13,ミキノドラマー,牡5,50.0,菊沢一樹,0:56.3,,14.1,7,492(-2),[東] 南田美知
2,8,16,レジーナフォルテ,牝4,53.0,杉原誠人,0:56.6,2,5.1,2,500(+2),[東] 佐藤吉勝
3,2,4,イオラニ,セ7,50.0,川又賢治,0:56.7,クビ,88.2,17,482(+6),[東] 栗田博憲
4,8,18,アーヒラ,牝3,48.0,石神深一,0:56.7,ハナ,16.5,9,432(+4),[東] 石毛善彦
5,5,9,レッドラウダ,牡5,54.0,丸田恭介,0:56.7,クビ,6.2,3,518(-8),[西] 音無秀孝
6,6,11,セカンドテーブル,牡6,56.0,水口優也,0:56.8,クビ,8.3,4,488(+4),[西] 崎山博樹
7,8,17,クラウンルシフェル,牡7,50.0,木幡初也,0:56.9,1/2,45.2,14,490(+8),[東] 天間昭一
8,7,14,ナインテイルズ,牡7,55.0,秋山真一,0:57.0,1/2,4.9,1,474(0),[西] 中村均
9,3,5,シベリアンスパーブ,牡9,53.0,嶋田純次,0:57.1,3/4,39.2,13,514(0),[東] 手塚貴久
10,6,12,ブラヴィッシモ,牡6,55.0,荻野極,0:57.3,1,16.2,8,502(+8),[西] 須貝尚介
11,2,3,ホウオウスクラム,牡3,50.0,富田暁,0:57.6,2,21.0,10,492(+4),[東] 奥村武
12,1,2,ユキノアイオロス,セ10,52.0,川島信二,0:57.6,ハナ,86.9,16,486(+6),[東] 石毛善彦
13,7,15,ジュリーハーツ,牝3,48.0,伊藤工真,0:57.6,アタマ,11.5,5,486(0),[東] 池上昌和
14,1,1,ウインソワレ,牝6,51.0,加藤祥太,0:57.8,1.1/2,108.2,18,478(+2),[西] 宮本博
15,3,6,ラホーヤビーチ,牝6,48.0,藤田菜七,0:58.0,3/4,39.0,12,472(+4),[東] 伊藤正徳
16,4,8,ソレイユフルール,牝4,48.5,西村淳也,0:58.1,3/4,80.1,15,480(-4),[東] 和田雄二
17,4,7,アペルトゥーラ,牡7,56.0,西田雄一,0:58.2,クビ,21.4,11,508(+10),[東] 国枝栄
18,5,10,グラミスキャッスル,牝5,52.0,木幡巧也,0:58.4,1.1/4,11.9,6,472(-6),[東] 尾関知人
