0,1,2,3
単勝,3,1210,7
複勝,3 15 10,500 300 270,9 5 4
枠連,2 - 8,5010,22
馬連,3 - 15,7180,31
ワイド,3 - 15 3 - 10 10 - 15,"2,480 2,080 1,170",32 30 12
馬単,3 → 15,13300,59
三連複,3 - 10 - 15,22140,80
三連単,3 → 15 → 10,131710,499
