着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,7,14,エイティーンガール,牝4,54,坂井瑠星,1:10.6,,15.5,5,456(-2),[西] 飯田祐史
2,6,12,ライトオンキュー,牡5,57,古川吉洋,1:10.8,1.1/4,3.5,2,512(-6),[西] 昆貢
3,8,15,ディメンシオン,牝6,54,松田大作,1:10.9,1/2,29.2,9,450(0),[西] 藤原英昭
4,7,13,アスタールビー,牝4,54,吉田隼人,1:11.3,2.1/2,22.7,7,450(+4),[西] 南井克巳
5,8,16,ヤマカツマーメイド,牝3,51,池添謙一,1:11.5,1.1/4,14.9,4,480(+4),[西] 池添兼雄
6,2,4,ビリーバー,牝5,54,杉原誠人,1:11.8,1.3/4,23.0,8,466(+4),[東] 石毛善彦
7,5,9,ダイメイフジ,牡6,56,菱田裕二,1:11.9,3/4,21.4,6,520(-14),[西] 森田直行
8,2,3,ダイシンバルカン,牡8,56,勝浦正樹,1:12.0,クビ,200.1,16,506(+2),[西] 吉田直弘
9,3,5,メイショウショウブ,牝4,54,横山典弘,1:12.1,1/2,44.1,11,498(-4),[西] 池添兼雄
10,6,11,フィアーノロマーノ,牡6,56,藤岡康太,1:12.1,ハナ,7.2,3,550(-8),[西] 高野友和
11,5,10,クールティアラ,牝4,54,丹内祐次,1:12.1,ハナ,155.4,15,470(-10),[東] 矢野英一
12,3,6,ショウナンアンセム,牡7,56,石川裕紀,1:12.2,3/4,120.6,14,490(+4),[東] 田中剛
13,4,8,カッパツハッチ,牝5,54,大野拓弥,1:12.4,1.1/4,51.1,12,474(0),[東] 矢野英一
14,1,2,イベリス,牝4,54,横山武史,1:12.9,3,31.2,10,470(-6),[西] 角田晃一
15,1,1,ダイアトニック,牡5,58,武豊,1:12.9,ハナ,2.3,1,476(+2),[西] 安田隆行
16,4,7,メイショウカズヒメ,牝6,54,柴山雄一,1:12.9,クビ,103.8,13,504(-4),[西] 南井克巳
