0,1,2,3
単勝,4,620,2
複勝,4 10 5,200 120 570,2 1 10
枠連,2 - 5,420,1
馬連,4 - 10,470,1
ワイド,4 - 10 4 - 5 5 - 10,"300 2,680 1,260",1 29 14
馬単,4 → 10,1570,5
三連複,4 - 5 - 10,5180,17
三連単,4 → 10 → 5,25040,72
