0,1,2,3
単勝,2,350,1
複勝,2 10 8,180 230 480,1 4 9
枠連,2 - 6,720,2
馬連,2 - 10,2090,5
ワイド,2 - 10 2 - 8 8 - 10,"760 1,940 1,540",6 27 20
馬単,2 → 10,3260,8
三連複,2 - 8 - 10,10620,37
三連単,2 → 10 → 8,42800,120
