着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,15,ナンヨーファミユ,牡4,57,石橋脩,1:47.8,,15.3,5,468(+8),[東] 斎藤誠
2,7,13,カイシュウキリシマ,牡4,57,黛弘人,1:47.8,クビ,19.2,7,472(-17),[東] 青木孝文
3,7,12,ハローマイディア,牡4,57,丸田恭介,1:47.9,3/4,4.9,2,472(0),[西] 平田修
4,6,11,マコトシャムロック,牡4,57,津村明秀,1:47.9,ハナ,10.3,3,490(-12),[西] 松田国英
5,1,1,コティニャック,牡5,57,丸山元気,1:48.0,クビ,2.0,1,526(+4),[東] 南田美知
6,5,8,ギンザマトリックス,牡4,57,丹内祐次,1:48.2,1.1/4,16.2,6,436(-6),[東] 水野貴広
7,3,5,ツクバイーメーカー,牡5,57,原田和真,1:48.3,3/4,32.1,11,520(-8),[東] 根本康広
8,4,7,メイショウゴテツ,牡4,57,秋山真一,1:48.5,3/4,21.6,8,474(-2),[西] 角田晃一
9,8,14,ポロス,牝4,55,井上敏樹,1:49.1,3.1/2,185.4,15,450(-6),[東] 南田美知
10,5,9,レイズオブザサン,牡8,57,藤懸貴志,1:49.2,3/4,52.0,13,450(-2),[西] 服部利之
11,6,10,アートハルキ,牡4,57,伴啓太,1:49.3,クビ,148.5,14,462(-4),[東] 本間忍
12,4,6,メイショウアンカー,セ4,57,横山和生,1:49.4,1/2,49.1,12,500(-18),[東] 小島太
13,3,4,ロケットビーン,牡4,57,北村友一,1:49.7,2,13.1,4,554(+6),[西] 西村真幸
14,2,3,エリオットベイ,牡5,57,杉原誠人,1:50.0,1.3/4,24.9,9,520(-10),[東] 上原博之
15,2,2,チャップリン,牡5,57,吉田隼人,1:51.0,6,29.1,10,496(+6),[西] 鮫島一歩
