着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,16,ウィザーズポケット,牡4,57,松田大作,1:35.0,,4.0,1,456(0),[西] 昆貢
2,5,9,ファーゴ,牝4,55,伊藤工真,1:35.0,クビ,4.6,2,422(-4),[東] 宗像義忠
3,6,11,クローチェ,牡4,57,藤岡康太,1:35.1,クビ,5.9,3,530(+8),[西] 橋田満
4,8,17,シュピッツェ,牝4,55,横山和生,1:35.2,1/2,20.7,8,482(0),[西] 森秀行
5,4,7,シークレットベース,牝5,55,津村明秀,1:35.2,ハナ,14.8,6,450(+6),[東] 和田正一
6,8,18,グインネヴィア,牝4,55,田辺裕信,1:35.3,1/2,22.6,10,476(-6),[西] 鮫島一歩
7,7,13,エクスパーシヴ,牝3,53,村田一誠,1:35.3,アタマ,6.3,4,484(+4),[西] 牧浦充徳
8,7,14,クイーンアルタミラ,牝4,55,西田雄一,1:35.4,1/2,46.4,12,486(+14),[東] 鈴木康弘
9,2,3,バコパ,牡4,57,勝浦正樹,1:35.5,3/4,19.1,7,484(+6),[西] 長浜博之
10,6,12,シェイクザバーレイ,牡3,55,黛弘人,1:35.6,1/2,9.7,5,534(0),[西] 松永幹夫
11,3,5,カカアデンカ,牝3,53,丸山元気,1:35.7,1/2,92.3,15,448(+2),[東] 手塚貴久
12,1,2,ゴーイングストーン,牡4,57,高倉稜,1:35.7,クビ,22.2,9,470(-12),[西] 岩元市三
13,4,8,イースタリーガスト,牡6,57,長岡禎仁,1:35.7,ハナ,292.2,18,504(+10),[東] 大久保洋
14,7,15,リオグランデ,牝3,53,丸田恭介,1:35.9,1.1/4,35.7,11,444(-8),[西] 岡田稲男
15,3,6,ステラビアンカ,牡3,55,水口優也,1:35.9,ハナ,192.3,16,428(-18),[西] 小原伊佐
16,2,4,アルカナ,牝3,53,川島信二,1:36.0,1/2,59.2,13,472(+4),[西] 沖芳夫
17,5,10,フューチャステップ,牡3,55,川須栄彦,1:36.2,1.1/2,60.0,14,468(+2),[西] 池江泰寿
18,1,1,キボウダクリチャン,牝4,55,柴山雄一,1:36.9,4,198.3,17,456(+6),[東] 高市圭二
