着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,7,11,ウインプリメーラ,牝6,56,ヴェロン,1:34.4,,7.3,3.0,448(-8),[西] 大久保龍
2,5,7,マイネルアウラート,牡5,57,国分優作,1:34.7,1.3/4,41.7,11.0,456(0),[東] 高橋裕
3,3,4,テイエムイナズマ,牡6,58,古川吉洋,1:34.8,クビ,8.0,4.0,504(-12),[西] 福島信晴
4,2,2,ブラックスピネル,牡3,54,松若風馬,1:34.9,3/4,2.0,1.0,506(+8),[西] 音無秀孝
5,4,6,マイネルホウオウ,牡6,57,丹内祐次,1:35.0,3/4,17.7,6.0,508(+2),[東] 畠山吉宏
6,1,1,メイショウヤタロウ,牡8,57,秋山真一,1:35.1,クビ,63.9,13.0,496(0),[西] 高橋亮
7,5,8,ゴールデンナンバー,牝7,55,藤岡佑介,1:35.2,3/4,28.8,10.0,506(-12),[東] 萩原清
8,7,12,クラリティシチー,牡5,56,菱田裕二,1:35.3,1/2,41.9,12.0,486(-6),[東] 上原博之
9,8,13,ダンツキャンサー,牝5,54,鮫島克駿,1:35.3,アタマ,26.5,9.0,476(-8),[西] 谷潔
10,4,5,タガノエトワール,牝5,54,酒井学,1:35.3,クビ,25.4,8.0,460(+10),[西] 渡辺薫彦
11,8,14,リーサルウェポン,牝5,54,藤岡康太,1:35.7,2.1/2,12.7,5.0,434(+2),[西] 荒川義之
12,3,3,シベリアンスパーブ,牡7,56,幸英明,1:35.8,1/2,23.5,7.0,496(-6),[東] 手塚貴久
13,6,9,マテンロウボス,牡5,56,四位洋文,1:35.8,クビ,6.3,2.0,460(-8),[西] 昆貢
取,6,10,ワキノブレイブ,牡6,57,小牧太,,,---,,計不,[西] 清水久詞
