着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,11,プリメラアスール,牝4,55,幸英明,2:01.5,,62.7,11,496(0),[西] 鈴木孝志
2,2,2,アドマイヤキズナ,牡3,54,Ｍ．デム,2:01.7,1.1/4,3.8,2,456(-6),[西] 友道康夫
3,5,5,エイシンハドソン,牡5,57,和田竜二,2:02.0,2,8.4,4,542(+8),[西] 沖芳夫
4,3,3,サンマルティン,セ4,57,ルメール,2:02.2,1.1/4,2.9,1,500(0),[東] 国枝栄
5,6,6,コウエイワンマン,牡5,57,武豊,2:02.6,2.1/2,16.4,7,532(+6),[西] 川村禎彦
6,4,4,ジェネラルゴジップ,牡4,57,池添謙一,2:02.7,クビ,8.7,5,476(+8),[西] 平田修
7,6,7,タイセイアプローズ,牡4,57,浜中俊,2:03.1,2.1/2,5.4,3,470(0),[西] 宮本博
8,1,1,アグネスヒーロー,牡3,54,秋山真一,2:03.3,1.1/4,20.9,8,540(0),[西] 長浜博之
9,7,8,ビオラフォーエバー,セ5,57,北村友一,2:03.7,2.1/2,43.8,10,474(+6),[西] 松永昌博
10,7,9,リノリオ,牡5,57,松若風馬,2:03.9,1,39.2,9,510(0),[西] 西園正都
11,8,10,ウェスタールンド,牡4,57,鮫島克駿,2:04.2,2,16.2,6,478(-2),[西] 佐々木晶
