着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,5,6,ギモーヴ,牝3,52,戸崎圭太,1:49.3,,4.9,2,454(0),[西] 池添学
2,7,9,イレイション,牡4,57,川田将雅,1:49.5,1.1/4,2.0,1,488(+4),[西] 中内田充
3,2,2,アドマイヤロマン,牡3,54,岩田康誠,1:49.5,クビ,14.2,5,472(0),[西] 梅田智之
4,1,1,ヤマカツボーイ,牡4,57,池添謙一,1:49.6,クビ,24.0,6,448(+2),[西] 池添兼雄
5,4,4,ステイキングダム,牡3,54,Ｍ．デム,1:49.7,1/2,5.0,3,418(+2),[西] 吉村圭司
6,8,12,レッドラヴィータ,牝5,55,横山典弘,1:49.8,3/4,138.3,11,450(0),[西] 音無秀孝
7,3,3,トーアライジン,牡3,54,国分優作,1:49.8,クビ,81.2,10,490(-4),[西] 村山明
8,8,11,ミトノグラス,牡3,54,荻野極,1:49.9,クビ,241.3,12,472(0),[西] 大橋勇樹
9,6,8,フロレットアレー,牝4,55,蛯名正義,1:49.9,クビ,62.5,9,424(-2),[西] 荒川義之
10,7,10,マイネルネーベル,牡4,57,和田竜二,1:50.0,クビ,6.0,4,456(+6),[西] 五十嵐忠
11,5,5,マイネルサグラ,牡3,54,松山弘平,1:50.7,4,46.1,8,458(+2),[西] 中村均
12,6,7,ウルトラバロック,牡3,54,福永祐一,1:50.7,クビ,33.4,7,488(+4),[西] 松田国英
