0,1,2,3
単勝,1,240,1
複勝,1 4 10,120 370 240,1 6 5
枠連,1 - 3,1420,6
馬連,1 - 4,1610,5
ワイド,1 - 4 1 - 10 4 - 10,"710 440 1,830",6 4 24
馬単,1 → 4,2130,7
三連複,1 - 4 - 10,3410,10
三連単,1 → 4 → 10,12880,35
