0,1,2,3
単勝,4,910,5
複勝,4 12 7,210 160 180,5 1 3
枠連,2 - 6,1530,8
馬連,4 - 12,2030,7
ワイド,4 - 12 4 - 7 7 - 12,650 960 520,6 11 3
馬単,4 → 12,4710,17
三連複,4 - 7 - 12,3480,7
三連単,4 → 12 → 7,24850,71
