0,1,2,3
単勝,8,400,2
複勝,8 12 13,"170 300 1,680",1 3 14
枠連,4 - 6,1360,6
馬連,8 - 12,2030,5
ワイド,8 - 12 8 - 13 12 - 13,"770 6,380 7,880",2 62 71
馬単,8 → 12,3330,4
三連複,8 - 12 - 13,46610,143
三連単,8 → 12 → 13,178760,585
