0,1,2,3
単勝,6,260,1
複勝,6 10 9,130 130 490,2 1 9
枠連,5 - 7,380,1
馬連,6 - 10,380,1
ワイド,6 - 10 6 - 9 9 - 10,"210 1,330 1,200",1 20 18
馬単,6 → 10,680,1
三連複,6 - 9 - 10,4120,14
三連単,6 → 10 → 9,12890,32
