0,1,2,3
単勝,10,190,1
複勝,10 3 1,110 120 120,1 3 2
枠連,3 - 6,330,1
馬連,3 - 10,330,1
ワイド,3 - 10 1 - 10 1 - 3,150 170 260,1 2 3
馬単,10 → 3,490,1
三連複,1 - 3 - 10,330,1
三連単,10 → 3 → 1,960,1
