0,1,2,3
単勝,10,7050,13
複勝,10 11 12,"1,540 550 570",13 5 6
枠連,6 - 7,4690,17
馬連,10 - 11,37230,68
ワイド,10 - 11 10 - 12 11 - 12,"7,090 7,560 2,560",62 67 28
馬単,10 → 11,106270,145
三連複,10 - 11 - 12,130070,216
三連単,10 → 11 → 12,1043050,1342
