0,1,2,3
単勝,9,870,5
複勝,9 5 3,290 240 200,5 4 2
枠連,3 - 5,1330,7
馬連,5 - 9,3670,16
ワイド,5 - 9 3 - 9 3 - 5,"1,430 1,320 680",22 19 6
馬単,9 → 5,6760,31
三連複,3 - 5 - 9,6180,21
三連単,9 → 5 → 3,35980,122
