0,1,2,3
単勝,4,1200,7
複勝,4 3 8 16,270 150 190 410,7 1 5 10
枠連,2 - 2,3730,18
馬連,3 - 4,3230,13
ワイド,3 - 4 4 - 8 4 - 16 3 - 8 3 - 16,"690 930 1,560 450 1,050",14 22 40 3 25
馬単,4 → 3,8210,38
三連複,3 - 4 - 8 3 - 4 - 16,"4,040 10,510",25 85
三連単,4 → 3 → 8 4 → 3 → 16,"30,150 58,990",207 471
