0,1,2,3
単勝,6,170,1
複勝,6 3 2,110 180 160,1 4 3
枠連,3 - 6,700,4
馬連,3 - 6,720,3
ワイド,3 - 6 2 - 6 2 - 3,280 200 570,3 2 9
馬単,6 → 3,1010,3
三連複,2 - 3 - 6,1010,4
三連単,6 → 3 → 2,3620,9
