0,1,2,3
単勝,6,290,1
複勝,6 14 11,130 130 130,2 3 1
枠連,3 - 7,440,1
馬連,6 - 14,690,2
ワイド,6 - 14 6 - 11 11 - 14,310 310 280,2 3 1
馬単,6 → 14,1260,1
三連複,6 - 11 - 14,840,1
三連単,6 → 14 → 11,3950,1
