0,1,2,3
単勝,11,700,5
複勝,11 15 13,260 280 300,5 6 7
枠連,6 - 8,2370,9
馬連,11 - 15,3120,19
ワイド,11 - 15 11 - 13 13 - 15,"1,220 1,080 1,160",20 17 18
馬単,11 → 15,5450,30
三連複,11 - 13 - 15,7300,31
三連単,11 → 15 → 13,39230,169
