0,1,2,3
単勝,1,720,3
複勝,1 13 11,"460 1,400 980",3 8 5
枠連,1 - 8,9200,20
馬連,1 - 13,8330,23
ワイド,1 - 13 1 - 11 11 - 13,"2,170 1,680 3,560",22 14 29
馬単,1 → 13,16540,38
三連複,1 - 11 - 13,33180,69
三連単,1 → 13 → 11,201750,356
