0,1,2,3
単勝,2,130,1
複勝,2 3 7,110 140 500,1 2 8
馬連,2 - 3,260,1
ワイド,2 - 3 2 - 7 3 - 7,"170 710 2,200",1 9 19
馬単,2 → 3,330,1
三連複,2 - 3 - 7,3170,11
三連単,2 → 3 → 7,6570,24
