0,1,2,3
単勝,5,1620,7
複勝,5 13 11,350 190 200,7 2 5
枠連,4 - 8,2460,9
馬連,5 - 13,4910,19
ワイド,5 - 13 5 - 11 11 - 13,"1,580 1,540 520",20 19 2
馬単,5 → 13,12210,40
三連複,5 - 11 - 13,7210,27
三連単,5 → 13 → 11,69160,219
