着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,2,2,ジュンスパーヒカル,牡3,54,藤岡佑介,2:00.4,,28.6,8.0,458(-6),[西] 友道康夫
2,4,4,カレンラストショー,牡3,54,松若風馬,2:00.6,1.1/4,13.3,5.0,434(+2),[西] 橋口弘次
3,5,7,イイデフューチャー,牡4,57,幸英明,2:00.6,ハナ,3.7,2.0,464(+8),[西] 北出成人
4,6,8,マイネリベルタス,牝4,55,柴田大知,2:00.6,アタマ,5.4,3.0,438(+2),[西] 宮本博
5,8,13,ビップレボルシオン,牡4,57,浜中俊,2:00.9,2,2.5,1.0,512(+6),[西] 清水久詞
6,4,5,アドマイヤウイング,牝4,55,北村友一,2:01.0,1/2,45.6,9.0,466(-2),[西] 松田博資
7,5,6,アルカナ,牝5,55,和田竜二,2:01.0,クビ,27.0,7.0,488(0),[西] 沖芳夫
8,6,9,カゼルタ,牝3,52,高倉稜,2:01.1,1/2,19.1,6.0,454(+6),[西] 高橋康之
9,7,11,ダブルイーグル,牡7,57,鮫島克駿,2:01.5,2,81.3,11.0,490(+12),[西] 西橋豊治
10,7,10,シャッターチャンス,牡3,54,松山弘平,2:01.5,クビ,7.2,4.0,442(-2),[西] 荒川義之
11,8,12,マッシヴランナー,牡3,54,藤岡康太,2:01.6,1/2,52.3,10.0,518(0),[西] 大橋勇樹
12,1,1,テイエムサンビカ,牝4,55,義英真,2:01.7,3/4,83.0,12.0,482(+8),[西] 柴田光陽
取,3,3,ジャズファンク,牡3,54,武豊,,,---,,計不,[西] 角田晃一
