着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,1,1,スズカデヴィアス,牡8,59,勝浦正樹,1:47.4,,51.9,13,512(-10),[西] 橋田満
2,7,13,ナイトオブナイツ,牡6,57,池添謙一,1:47.4,クビ,9.5,4,456(-4),[西] 池添兼雄
3,6,12,カデナ,牡5,56,藤岡佑介,1:47.5,1/2,19.4,9,484(+8),[西] 中竹和也
4,4,7,アストラエンブレム,セ6,57,ルメール,1:47.6,1/2,3.0,1,476(-2),[東] 小島茂之
5,4,8,ドレッドノータス,セ6,57,菱田裕二,1:47.7,1/2,36.2,11,450(+4),[西] 矢作芳人
6,8,15,アーバンキッド,牡6,56,大野拓弥,1:48.1,2.1/2,30.5,10,480(+4),[東] 斎藤誠
7,6,11,アメリカズカップ,牡5,56,岩田康誠,1:48.1,ハナ,16.8,8,446(0),[西] 音無秀孝
8,2,3,ジョルジュサンク,牡6,56,石川裕紀,1:48.2,1/2,151.6,16,532(0),[西] 鮫島一歩
9,3,5,マイスタイル,牡5,58,田中勝春,1:48.4,1.1/4,5.8,2,470(+16),[西] 昆貢
10,8,16,ウインファビラス,牝6,54,横山武史,1:48.5,1/2,53.2,14,484(+4),[東] 畠山吉宏
11,5,9,マイネルサージュ,牡7,58,国分恭介,1:48.6,1/2,84.2,15,510(+8),[東] 鹿戸雄一
12,2,4,マイネルファンロン,牡4,56,丹内祐次,1:48.7,1/2,10.7,5,470(0),[東] 手塚貴久
13,3,6,ガンコ,牡6,59,四位洋文,1:49.0,2,47.8,12,508(-2),[西] 武英智
14,1,2,カルヴァリオ,セ6,56,吉田隼人,1:49.0,ハナ,11.9,6,474(+6),[東] 大竹正博
15,7,14,ファストアプローチ,セ4,56,柴山雄一,1:51.2,大,15.4,7,548(+4),[東] 藤沢和雄
16,5,10,サトノフェイバー,牡4,56,古川吉洋,1:51.4,1.1/4,6.4,3,510(-2),[西] 南井克巳
