着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,3,5,カノン,牝5,55,松田大作,2:38.3,,9.2,6,476(-4),[西] 崎山博樹
2,4,8,メイショウブシン,牡5,57,丸田恭介,2:38.9,3.1/2,5.7,2,464(-8),[西] 沖芳夫
3,1,1,ラルプデュエズ,牡5,57,熊沢重文,2:38.9,クビ,6.0,3,482(-12),[西] 大久保龍
4,8,16,プレストウィック,牡4,57,津村明秀,2:39.0,クビ,4.3,1,520(-14),[東] 武藤善則
5,6,11,アンブリッジローズ,牡5,57,杉原誠人,2:39.2,1.1/4,9.1,5,446(0),[東] 国枝栄
6,5,9,シークレットパス,牡4,57,木幡初広,2:39.2,アタマ,41.7,13,444(-12),[東] 尾形和幸
7,2,4,ルミナスレッド,牝6,55,黛弘人,2:39.3,クビ,26.1,10,504(+6),[東] 菊川正達
8,3,6,タイキプレミアム,牡6,57,吉田隼人,2:39.6,2,65.0,15,464(-12),[西] 池江泰寿
9,6,12,グレートヴァリュー,牡7,57,村田一誠,2:39.6,アタマ,36.1,12,456(-8),[西] 北出成人
10,8,15,ウインレーベン,牡4,57,丹内祐次,2:39.7,クビ,21.1,9,446(-6),[西] 中村均
11,1,2,パリソワール,牡6,57,松若風馬,2:39.9,1.1/2,13.4,7,444(0),[東] 小島茂之
12,7,14,ランフォージン,牡6,57,難波剛健,2:40.2,1.3/4,32.9,11,456(0),[西] 高橋義忠
13,2,3,アグリッパーバイオ,牡4,57,勝浦正樹,2:40.7,3,7.7,4,438(-8),[西] 須貝尚介
14,7,13,アドマイヤネアルコ,牡7,57,丸山元気,2:40.9,1,20.3,8,482(-2),[西] 友道康夫
15,4,7,ローレルソラン,牡7,57,伊藤工真,2:40.9,クビ,59.3,14,458(-4),[東] 奥平雅士
中,5,10,アンジュデュバン,牝4,55,宮崎北斗,,,111.5,16,438(-6),[東] 武市康男
