0,1,2,3
単勝,14,410,1
複勝,14 12 1,"170 200 2,200",1 2 14
枠連,6 - 7,540,1
馬連,12 - 14,1040,1
ワイド,12 - 14 1 - 14 1 - 12,"490 10,470 11,900",1 69 74
馬単,14 → 12,1960,1
三連複,1 - 12 - 14,58270,156
三連単,14 → 12 → 1,220340,676
