0,1,2,3
単勝,2,810,4
複勝,2 9 4,150 120 130,3 1 2
枠連,2 - 8,960,4
馬連,2 - 9,1320,5
ワイド,2 - 9 2 - 4 4 - 9,370 400 190,3 5 1
馬単,2 → 9,3490,17
三連複,2 - 4 - 9,950,1
三連単,2 → 9 → 4,10370,25
