0,1,2,3
単勝,1,1180,5
複勝,1 4 5,360 730 480,5 11 7
枠連,1 - 2,6430,25
馬連,1 - 4,21920,64
ワイド,1 - 4 1 - 5 4 - 5,"5,440 2,990 6,440",61 36 69
馬単,1 → 4,42930,126
三連複,1 - 4 - 5,94420,250
三連単,1 → 4 → 5,473710,1251
