0,1,2,3
単勝,9,2640,8
複勝,9 1 6,770 760 660,11 10 8
枠連,1 - 6,3450,13
馬連,1 - 9,27270,59
ワイド,1 - 9 6 - 9 1 - 6,"5,940 4,730 6,980",58 51 60
馬単,9 → 1,49430,115
三連複,1 - 6 - 9,150300,221
三連単,9 → 1 → 6,1142400,1350
