0,1,2,3
単勝,8,1530,7
複勝,8 9 12,320 140 160,8 1 2
枠連,4 - 5,1210,4
馬連,8 - 9,2940,13
ワイド,8 - 9 8 - 12 9 - 12,990 800 320,13 8 1
馬単,8 → 9,8510,33
三連複,8 - 9 - 12,3340,7
三連単,8 → 9 → 12,29660,88
