0,1,2,3
単勝,10,270,1
複勝,10 5 9,"120 1,080 150",1 10 2
枠連,5 - 7,520,1
馬連,5 - 10,12320,25
ワイド,5 - 10 9 - 10 5 - 9,"3,290 260 4,260",28 1 35
馬単,10 → 5,16830,46
三連複,5 - 9 - 10,12660,39
三連単,10 → 5 → 9,75520,234
