着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,10,コナブリュワーズ,牝4,55,秋山真一,1:10.0,,4.9,3,468(-12),[西] 平田修
2,3,3,クリノチョモランマ,牡4,57,村田一誠,1:10.1,3/4,5.9,4,516(0),[東] 高市圭二
3,6,6,リターンラルク,牡3,54,藤田伸二,1:10.2,1/2,5.9,5,450(-4),[東] 大竹正博
4,8,9,アドマイヤサブリナ,牝4,55,丸山元気,1:10.2,クビ,4.2,2,432(+2),[西] 梅田智之
5,5,5,サウンドマンデュロ,牡5,57,菱田裕二,1:10.4,3/4,24.2,8,460(-4),[西] 佐藤正雄
6,1,1,ラインミーティア,牡4,57,勝浦正樹,1:10.4,クビ,15.4,6,466(-4),[東] 水野貴広
7,2,2,シュウギン,牝4,55,黛弘人,1:10.5,3/4,21.8,7,442(+6),[東] 高木登
8,7,7,ビアンコカンドーレ,牝3,52,三浦皇成,1:10.6,クビ,3.4,1,444(+8),[西] 矢作芳人
9,4,4,ケープオブホープ,牝3,52,中谷雄太,1:11.0,2.1/2,81.9,10,424(+2),[西] 境直行
10,7,8,ウエスタンソーレ,牡4,57,田中勝春,1:11.2,1.1/4,56.4,9,494(0),[東] 尾形充弘
