着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,1,1,オールブラッシュ,牡4,57,ルメール,1:49.4,,3.0,1,492(+6),[西] 村山明
2,5,6,リーゼントロック,牡5,57,武豊,1:49.5,3/4,9.7,5,526(0),[西] 矢作芳人
3,7,11,メモリーシャルマン,牝7,55,松若風馬,1:49.6,1/2,73.5,11,540(-2),[西] 湯窪幸雄
4,8,12,テイエムジンソク,牡4,57,竹之下智,1:49.7,クビ,4.8,3,492(+2),[西] 木原一良
5,3,3,ヒラボクレジェンド,牡5,57,松山弘平,1:50.3,3.1/2,101.4,12,524(+4),[西] 大久保龍
6,2,2,タイガークラウン,牡5,57,太宰啓介,1:50.6,2,198.3,13,482(-2),[西] 大橋勇樹
7,7,10,クラウンシャイン,牡4,57,池添謙一,1:50.6,クビ,25.7,7,474(0),[東] 蛯名利弘
8,6,9,ブチコ,牝4,55,浜中俊,1:50.6,アタマ,3.3,2,496(+18),[西] 音無秀孝
9,8,13,トップディーヴォ,牡4,57,四位洋文,1:51.8,7,6.9,4,494(-2),[西] 昆貢
10,5,7,サトノアッシュ,牡4,57,バルザロ,1:51.8,ハナ,48.7,9,484(+4),[西] 中竹和也
11,4,5,マイネルオフィール,牡4,57,シュタル,1:52.5,4,38.4,8,482(+6),[西] 飯田雄三
12,6,8,ディアドムス,牡4,57,岩田康誠,1:52.6,クビ,56.0,10,502(+4),[東] 高橋裕
13,4,4,ラインルーフ,牡4,57,森一馬,1:55.4,大,23.3,6,518(+24),[西] 松永昌博
