着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,13,ヒルノデイバロー,牡5,57,古川吉洋,1:25.1,,1.9,1,518(+4),[西] 昆貢
2,6,8,ラテンロック,牡5,57,浜中俊,1:25.1,アタマ,4.9,3,514(+8),[西] 吉田直弘
3,2,2,アルボナンザ,牝6,55,岩田康誠,1:25.4,2,11.6,4,472(0),[西] 昆貢
4,6,9,カフジテイク,牡4,56,秋山真一,1:25.5,3/4,4.1,2,484(+2),[西] 湯窪幸雄
5,1,1,テンペル,牡8,57,高倉稜,1:25.6,クビ,59.8,9,494(-2),[西] 松永幹夫
6,7,10,シグナルプロシード,牡6,57,ヴェロン,1:25.6,アタマ,23.2,6,526(+6),[西] 高橋義忠
7,8,12,ネヴァーハーツ,牝7,55,藤岡康太,1:25.8,1.1/4,164.1,13,482(0),[西] 野中賢二
8,5,6,ビッグリバティ,牡7,57,国分優作,1:25.8,ハナ,58.4,8,522(0),[東] 大和田成
9,7,11,カリスマサンスカイ,牡8,57,松田大作,1:25.9,1/2,94.6,10,540(-2),[西] 崎山博樹
10,3,3,メイショウアイアン,牡6,57,鮫島克駿,1:25.9,ハナ,13.9,5,508(0),[西] 高橋義忠
11,4,4,エリアコンプリート,牡7,57,幸英明,1:25.9,クビ,33.5,7,474(+2),[西] 大根田裕
12,4,5,プリンシペアスール,牡7,57,フォーリ,1:26.1,1.1/4,119.3,11,482(-2),[西] 宮本博
13,5,7,シャイニーガール,牝5,55,太宰啓介,1:26.3,1.1/2,130.1,12,480(0),[西] 湯窪幸雄
