0,1,2,3
単勝,10,310,1
複勝,10 4 1,140 170 430,1 2 7
枠連,4 - 7,680,3
馬連,4 - 10,680,1
ワイド,4 - 10 1 - 10 1 - 4,"330 1,430 1,300",1 19 17
馬単,10 → 4,1240,1
三連複,1 - 4 - 10,4550,17
三連単,10 → 4 → 1,16130,51
