0,1,2,3
単勝,7,290,2
複勝,7 4 13,120 130 240,1 2 5
枠連,4 - 5,350,1
馬連,4 - 7,350,1
ワイド,4 - 7 7 - 13 4 - 13,170 540 540,1 7 8
馬単,7 → 4,670,1
三連複,4 - 7 - 13,1420,3
三連単,7 → 4 → 13,4830,9
