0,1,2,3
単勝,1,180,1
複勝,1 4 7,110 510 120,1 8 2
枠連,1 - 4,4970,15
馬連,1 - 4,5070,13
ワイド,1 - 4 1 - 7 4 - 7,"1,180 150 1,510",15 1 20
馬単,1 → 4,6490,19
三連複,1 - 4 - 7,2960,9
三連単,1 → 4 → 7,16910,48
