0,1,2,3
単勝,16,520,3
複勝,16 1 13,"200 180 2,260",3 2 15
枠連,1 - 8,630,3
馬連,1 - 16,950,3
ワイド,1 - 16 13 - 16 1 - 13,"500 9,820 7,480",3 75 67
馬単,16 → 1,2250,6
三連複,1 - 13 - 16,50030,131
三連単,16 → 1 → 13,233560,617
