0,1,2,3
単勝,2,540,2
複勝,2 14 9,210 760 150,3 9 1
枠連,2 - 8,820,3
馬連,2 - 14,11660,32
ワイド,2 - 14 2 - 9 9 - 14,"3,120 470 1,810",33 2 23
馬単,2 → 14,18330,56
三連複,2 - 9 - 14,11630,39
三連単,2 → 14 → 9,92020,268
