着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,4,4,リッカルド,セ5,56,黛弘人,1:43.5,,28.5,7,494(+2),[東] 黒岩陽一
2,8,12,クリノスターオー,牡6,56,幸英明,1:43.5,クビ,7.5,4,530(-2),[西] 高橋義忠
3,8,11,モンドクラッセ,牡5,56,柴山雄一,1:43.8,1.1/2,2.3,1,518(-2),[東] 清水英克
4,5,5,ロワジャルダン,牡5,57,モレイラ,1:44.3,3,4.7,3,500(+4),[東] 戸田博文
5,2,2,ヒラボクプリンス,牡6,56,吉田隼人,1:44.6,2,40.4,8,486(-8),[西] 加藤敬二
6,7,9,ブライトライン,牡7,56,福永祐一,1:44.6,ハナ,14.1,6,518(-14),[西] 鮫島一歩
7,3,3,ジェベルムーサ,牡6,57,岩田康誠,1:44.6,ハナ,4.4,2,560(0),[東] 大竹正博
8,5,6,サイモントルナーレ,牡10,56,横山和生,1:45.1,3,272.7,12,464(0),[東] 田中清隆
9,1,1,ナムラビクター,牡7,56,服部茂史,1:45.2,1/2,101.3,11,526(+3),[地] 田中淳司
10,6,7,マルカフリート,牡10,56,四位洋文,1:45.2,ハナ,93.6,10,488(+2),[西] 浜田多実
11,6,8,ナリタスーパーワン,牡7,56,池添謙一,1:45.9,4,48.3,9,480(-4),[西] 松永昌博
12,7,10,ショウナンアポロン,牡6,57,松岡正海,1:47.0,7,11.7,5,496(-8),[東] 古賀史生
