0,1,2,3
単勝,11,1110,6
複勝,11 9 2,320 190 250,6 2 4
枠連,5 - 6,1900,7
馬連,9 - 11,2270,9
ワイド,9 - 11 2 - 11 2 - 9,"890 1,550 890",8 17 9
馬単,11 → 9,5100,19
三連複,2 - 9 - 11,7300,19
三連単,11 → 9 → 2,45350,118
