0,1,2,3
単勝,3,350,2
複勝,3 4 2,"250 420 1,350",2 5 8
枠連,3 - 4,1810,7
馬連,3 - 4,1900,6
ワイド,3 - 4 2 - 3 2 - 4,"630 1,580 3,060",6 15 23
馬単,3 → 4,3010,12
三連複,2 - 3 - 4,12480,31
三連単,3 → 4 → 2,41850,115
