着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,10,レッドガラン,牡4,55,北村友一,1:44.8,,4.1,2,510(0),[西] 安田隆行
2,2,2,ワイプティアーズ,牡4,55,松若風馬,1:44.8,クビ,8.3,5,532(-2),[西] 加用正
3,7,7,アンネリース,牝5,52,横山武史,1:44.8,アタマ,39.1,9,490(-2),[東] 尾関知人
4,1,1,グロオルロージュ,牡3,54,藤岡佑介,1:44.8,ハナ,7.0,4,454(0),[東] 斎藤誠
5,5,5,シンギュラリティ,牡5,57,池添謙一,1:44.9,クビ,2.7,1,500(+2),[西] 松田国英
6,6,6,テーオービクトリー,牝5,52,菱田裕二,1:45.2,2,23.6,7,480(0),[西] 岡田稲男
7,4,4,ケンホファヴァルト,牡6,55,古川吉洋,1:45.7,3,27.4,8,476(+2),[西] 森秀行
8,3,3,レッドラフェスタ,牝4,53,松山弘平,1:45.7,ハナ,5.0,3,444(-12),[東] 尾関知人
9,7,8,サトノグラン,セ5,54,坂井瑠星,1:45.8,1/2,65.3,10,476(+10),[西] 矢作芳人
10,8,9,イストワールファム,牝5,53,荻野極,1:46.1,1.3/4,16.2,6,456(-8),[東] 古賀慎明
