着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,4,4,グランドロワ,牡5,57,幸英明,1:21.3,,5.8,4,490(-6),[西] 鈴木孝志
2,8,10,ブルベアトリュフ,牡4,57,Ｍ．デム,1:21.9,3.1/2,6.8,5,458(-2),[西] 千田輝彦
3,8,9,モアナ,牝5,55,浜中俊,1:22.1,1,3.2,1,502(+4),[東] 高橋文雅
4,7,7,ディーパワンサ,牝5,55,中谷雄太,1:22.2,1/2,37.1,10,454(+2),[西] 松下武士
5,2,2,メモリーコロネット,牝4,55,岩田康誠,1:22.3,3/4,4.8,2,438(-2),[西] 大久保龍
6,7,8,オールザゴー,牡5,57,坂井瑠星,1:22.4,1/2,5.0,3,502(+10),[西] 矢作芳人
7,5,5,チャレアーダ,牝5,55,中井裕二,1:22.4,クビ,15.2,6,478(0),[西] 中内田充
8,1,1,マイネルキャドー,牡4,57,藤井勘一,1:22.6,1.1/4,15.5,7,494(+22),[東] 矢野英一
9,6,6,ラプソディーア,牝5,55,藤岡康太,1:22.6,ハナ,29.4,8,418(-8),[西] 友道康夫
10,3,3,ベルカプリ,牝5,55,四位洋文,1:22.8,1,32.0,9,472(0),[西] 安田隆行
