着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,6,7,メイショウオワラ,牝5,55,秋山真一,1:34.2,,47.8,10,464(-2),[西] 岡田稲男
2,7,9,クィーンズベスト,牝6,55,松山弘平,1:34.3,1/2,7.9,5,510(+8),[西] 大久保龍
3,8,10,フィニフティ,牝4,55,福永祐一,1:34.3,クビ,3.8,2,442(-4),[西] 藤原英昭
4,7,8,ミュージアムヒル,牝4,55,武豊,1:34.4,1/2,6.3,4,476(+6),[東] 古賀慎明
5,5,5,カリビアンゴールド,牝5,55,Ｍ．デム,1:34.5,1/2,5.7,3,474(+6),[西] 鮫島一歩
6,3,3,リカビトス,牝5,55,浜中俊,1:34.6,クビ,2.9,1,436(0),[東] 奥村武
7,6,6,クリノラホール,牝6,55,藤岡佑介,1:34.6,ハナ,24.6,8,470(+12),[西] 谷潔
8,1,1,オールフォーラヴ,牝4,55,和田竜二,1:34.6,クビ,22.1,6,446(-6),[西] 中内田充
9,8,11,ペルソナリテ,牝6,55,幸英明,1:34.9,1.1/2,25.1,9,428(-12),[東] 相沢郁
10,4,4,ロッテンマイヤー,牝6,55,シュタル,1:35.4,3,24.5,7,492(+4),[西] 池添学
11,2,2,コパノマリーン,牝6,55,富田暁,1:36.1,4,114.1,11,452(-6),[東] 斎藤誠
