着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,4,6,クードメイトル,牝3,52,川田将雅,1:45.6,,1.7,1,536(-2),[西] 高野友和
2,5,7,モズベッロ,牡3,54,Ｍ．デム,1:46.0,2.1/2,3.7,2,474(-4),[西] 森田直行
3,3,3,セグレドスペリオル,牡3,54,川又賢治,1:46.1,1/2,12.3,4,468(-6),[西] 宮本博
4,6,10,イルーシヴゴールド,牝4,55,三浦皇成,1:46.7,3.1/2,25.6,8,476(0),[西] 西村真幸
5,3,4,ハクサンフエロ,セ4,57,小牧太,1:46.9,1,42.0,10,444(-4),[西] 西園正都
6,7,12,エイシンロード,牝3,52,丸山元気,1:47.2,2,25.2,7,478(-4),[西] 奥村豊
7,2,2,シャフトオブライト,牡4,57,酒井学,1:47.2,クビ,83.0,11,450(+6),[西] 北出成人
8,1,1,イルヴェントドーロ,牝3,52,武豊,1:47.3,クビ,11.2,3,436(+10),[西] 池添学
9,5,8,クリノクーニング,牡4,57,松山弘平,1:47.4,3/4,24.5,6,450(-6),[西] 須貝尚介
10,4,5,エリンズロマーネ,牝4,55,鮫島克駿,1:47.4,クビ,33.4,9,486(+6),[西] 笹田和秀
11,7,11,トーアライジン,牡6,57,和田竜二,1:47.7,1.1/2,190.8,13,518(+4),[西] 村山明
12,8,14,コパノケネディー,牡3,54,川須栄彦,1:48.5,5,19.1,5,522(-4),[西] 宮徹
13,6,9,アリストライン,牝4,55,中谷雄太,1:48.7,1.1/4,201.1,14,468(+12),[西] 高野友和
14,8,13,アルゴセイコウ,牡4,57,幸英明,1:48.9,1,134.4,12,472(+4),[西] 角田晃一
