0,1,2,3
単勝,1,210,1
複勝,1 11 4,140 290 190,1 6 3
枠連,1 - 7,1130,4
馬連,1 - 11,1470,4
ワイド,1 - 11 1 - 4 4 - 11,620 320 860,7 2 10
馬単,1 → 11,2040,7
三連複,1 - 4 - 11,2510,5
三連単,1 → 11 → 4,11670,29
