0,1,2,3
単勝,10,400,2
複勝,10 6 4,180 640 240,2 8 4
枠連,6 - 8,1980,8
馬連,6 - 10,7030,22
ワイド,6 - 10 4 - 10 4 - 6,"2,210 670 2,810",25 7 28
馬単,10 → 6,9770,33
三連複,4 - 6 - 10,14120,45
三連単,10 → 6 → 4,73430,227
