0,1,2,3
単勝,9,900,4
複勝,9 14 5,250 340 250,4 5 3
枠連,5 - 8,2430,10
馬連,9 - 14,5160,16
ワイド,9 - 14 5 - 9 5 - 14,"1,400 970 1,390",14 9 13
馬単,9 → 14,9790,29
三連複,5 - 9 - 14,10170,32
三連単,9 → 14 → 5,69900,200
