着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,3,3,グレーターロンドン,牡5,56,田辺裕信,1:36.7,,1.5,1,472(+4),[東] 大竹正博
2,4,4,ダイワリベラル,牡6,57,北村宏司,1:36.9,1,17.9,5,534(0),[東] 菊沢隆徳
3,8,9,ロジチャリス,牡5,56,戸崎圭太,1:36.9,クビ,7.1,3,558(+8),[東] 国枝栄
4,1,1,ミッキージョイ,牡5,56,横山典弘,1:37.0,3/4,4.4,2,498(-6),[東] 萩原清
5,6,6,ストーミーシー,牡4,56,江田照男,1:37.0,クビ,21.9,6,528(+4),[東] 斎藤誠
6,8,10,シベリアンスパーブ,牡8,56,田中勝春,1:37.0,ハナ,49.3,7,510(+4),[東] 手塚貴久
7,2,2,ミュゼエイリアン,セ5,56,津村明秀,1:37.0,ハナ,52.4,8,480(-14),[東] 黒岩陽一
8,7,8,ショウナンアチーヴ,牡6,56,蛯名正義,1:37.1,クビ,106.0,10,488(+8),[東] 国枝栄
9,5,5,ウインファビラス,牝4,54,松岡正海,1:37.2,1/2,10.9,4,466(+6),[東] 畠山吉宏
10,7,7,コスモソーンパーク,牡9,58,柴田大知,1:37.2,クビ,94.2,9,490(+2),[東] 池上昌弘
