着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,12,オジュウチョウサン,牡6,63,石神深一,4:50.8,,1.3,1,510(+2),[東] 和田正一
2,4,5,サンレイデューク,牡9,63,難波剛健,4:51.4,3.1/2,47.8,6,462(-8),[西] 高橋義忠
3,5,6,アップトゥデイト,牡7,63,林満明,4:52.7,8,4.4,2,534(0),[西] 佐々木晶
4,4,4,タイセイドリーム,牡7,63,平沢健治,4:53.8,7,17.6,5,538(-4),[西] 矢作芳人
5,5,7,ルペールノエル,牡7,63,高田潤,4:54.2,2.1/2,17.5,4,520(-4),[西] 藤原英昭
6,7,11,アイティテイオー,牡9,63,浜野谷憲,4:54.8,3.1/2,181.6,11,468(+4),[東] 竹内正洋
7,2,2,ウインヤード,牡6,63,大江原圭,4:55.3,3,64.5,8,466(-4),[東] 小桧山悟
8,3,3,ワンダフルワールド,牡6,63,森一馬,4:55.7,2.1/2,54.2,7,510(0),[西] 高橋義忠
9,7,10,クリノダイコクテン,牡6,63,植野貴也,4:55.7,ハナ,98.5,10,478(-8),[西] 谷潔
10,8,13,トーセンハナミズキ,牝7,61,小野寺祐,4:56.4,4,232.7,13,484(+4),[東] 池上昌和
11,6,9,ラステラ,牝6,61,五十嵐雄,4:56.7,2,73.4,9,484(+4),[東] 尾形和幸
12,1,1,ティリアンパープル,牝7,61,山本康志,4:57.6,5,222.9,12,476(-6),[東] 金成貴史
13,6,8,メイショウヒデタダ,牡8,63,熊沢重文,4:58.0,2.1/2,13.9,3,480(-4),[西] 南井克巳
