着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,8,9,アルバート,牡6,57,ムーア,3:43.0,,1.3,1,476(0),[東] 堀宣行
2,2,2,フェイムゲーム,セ7,57,ボウマン,3:43.4,2.1/2,4.6,2,468(+16),[東] 宗像義忠
3,7,7,プレストウィック,牡6,56,シュミノ,3:43.7,2,11.3,3,530(+2),[東] 武藤善則
4,5,5,プロレタリアト,牝6,54,杉原誠人,3:43.8,3/4,92.3,8,442(-2),[東] 小島茂之
5,6,6,シホウ,牡6,56,吉田隼人,3:44.1,1.3/4,15.7,4,518(+14),[西] 笹田和秀
6,3,3,グランアルマダ,牡5,56,石橋脩,3:45.1,6,26.6,6,526(0),[西] 西園正都
7,4,4,シルクドリーマー,牡8,56,戸崎圭太,3:45.3,1,16.4,5,490(+16),[東] 黒岩陽一
8,8,10,カムフィー,牡8,56,勝浦正樹,3:46.1,5,165.4,10,462(+2),[東] 池上昌和
9,1,1,デルマサリーチャン,牝6,54,武士沢友,3:46.1,クビ,70.1,7,488(+8),[東] 堀井雅広
10,7,8,サイモントルナーレ,牡11,56,藤田菜七,3:54.1,大,133.0,9,454(-10),[東] 加藤和宏
