着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,2,2,タイキフェルヴール,牡4,56,池添謙一,1:52.4,,1.7,1,514(-2),[西] 牧浦充徳
2,7,8,シロニイ,牡5,57,浜中俊,1:52.7,1.3/4,15.5,6,510(+2),[西] 池江泰寿
3,5,5,デザートスネーク,セ5,57,黛弘人,1:52.8,3/4,4.2,2,490(0),[東] 武井亮
4,6,6,メイプルブラザー,牡5,57,和田竜二,1:53.3,3,15.4,5,480(-18),[西] 山内研二
5,6,7,メイショウテムズ,牡5,57,柴山雄一,1:53.5,1.1/2,17.3,7,502(+6),[西] 庄野靖志
6,1,1,クリノリトミシュル,牝6,55,酒井学,1:53.5,ハナ,14.2,4,506(0),[西] 渡辺薫彦
7,3,3,エジステンツァ,牡5,57,秋山真一,1:53.8,1.3/4,10.3,3,484(-6),[東] 田中博康
8,7,9,ソリティール,セ6,57,中谷雄太,1:54.0,1.1/4,189.2,10,470(-4),[西] 斉藤崇史
9,8,11,レッドウィズダム,牡6,57,岩田康誠,1:54.0,ハナ,19.5,8,506(+6),[西] 角居勝彦
10,8,10,タイセイパルサー,牡6,57,松山弘平,1:54.2,1.1/2,51.2,9,496(-2),[西] 大橋勇樹
11,4,4,タマモイレブン,牡7,57,鮫島良太,1:55.2,6,346.4,11,530(-8),[西] 中竹和也
