着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,4,6,レシステンシア,牝2,54,北村友一,1:20.7,,13.6,6,488(-2),[西] 松下武士
2,7,12,マジックキャッスル,牝2,54,戸崎圭太,1:20.9,1,4.4,1,428(-4),[東] 国枝栄
3,8,14,クリアサウンド,牝2,54,松山弘平,1:20.9,クビ,5.4,2,478(+10),[西] 杉山晴紀
4,3,5,ヤマカツマーメイド,牝2,54,池添謙一,1:21.2,2,6.0,3,470(0),[西] 池添兼雄
5,6,11,ヒルノマリブ,牝2,54,勝浦正樹,1:21.3,3/4,15.8,7,486(-6),[西] 北出成人
6,4,7,ケープコッド,牝2,54,吉田隼人,1:21.4,1/2,11.2,5,464(0),[東] 高柳瑞樹
7,7,13,ペコリーノロマーノ,牝2,54,福永祐一,1:21.5,1/2,32.3,12,436(-2),[東] 久保田貴
8,2,3,シャレード,牝2,54,川田将雅,1:21.5,クビ,6.2,4,490(+8),[西] 藤原英昭
9,1,1,ベッラヴォルタ,牝2,54,浜中俊,1:21.7,1.1/4,60.8,14,478(-4),[西] 加用正
10,8,15,パドゥヴァルス,牝2,54,西村淳也,1:21.9,1,20.2,8,432(0),[西] 吉田直弘
11,2,2,ラヴォアドゥース,牝2,54,Ｍ．デム,1:22.4,3,48.3,13,442(-2),[西] 渡辺薫彦
12,6,10,エールヴィオレ,牝2,54,松田大作,1:22.5,1/2,301.6,15,434(+10),[西] 武英智
13,5,8,モズアーントモー,牝2,54,シュタル,1:22.7,1.1/4,30.1,11,516(+2),[西] 森田直行
14,5,9,レジェーロ,牝2,54,和田竜二,1:23.0,2,28.9,10,398(+10),[西] 西村真幸
15,3,4,エレナアヴァンティ,牝2,54,内田博幸,1:23.5,3,28.6,9,458(+10),[東] 宗像義忠
