着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,5,8,サクセスエナジー,牡5,56,松山弘平,1:22.8,,3.1,2,542(+1),[西] 北出成人
2,2,2,スマートダンディー,牡5,56,武豊,1:23.4,3.1/2,5.3,3,500(-2),[西] 石橋守
3,7,12,サングラス,牡8,56,秋山真一,1:23.7,1.3/4,147.7,13,522(-2),[西] 谷潔
4,8,14,リーゼントロック,牡8,57,坂井瑠星,1:23.8,3/4,120.3,10,532(+15),[西] 矢作芳人
5,8,15,バイラ,牡4,55,和田竜二,1:23.8,ハナ,8.8,4,514(+6),[西] 川村禎彦
6,7,13,タムロミラクル,牡7,57,酒井学,1:23.9,クビ,62.0,9,478(+2),[西] 西園正都
7,6,10,ヒデノインペリアル,セ7,56,川須栄彦,1:24.2,2,19.4,7,516(+12),[西] 梅田智之
8,4,7,アキトクレッセント,牡7,57,浜中俊,1:24.3,1/2,16.7,6,516(+6),[西] 清水久詞
9,2,3,ヴェンジェンス,牡6,56,ルメール,1:24.5,1.1/4,3.1,1,498(+6),[西] 大根田裕
10,4,6,ドライヴナイト,牡6,57,藤岡佑介,1:24.5,クビ,8.9,5,522(+2),[西] 奥村豊
11,3,5,ショコラブラン,牡7,57,岩田康誠,1:24.7,1.1/2,27.4,8,476(+2),[西] 浅見秀一
12,6,11,マッチレスヒーロー,牡8,56,加藤祥太,1:24.7,アタマ,136.1,11,486(+4),[東] 金成貴史
13,5,9,タガノエスプレッソ,牡7,57,国分恭介,1:25.3,3.1/2,146.4,12,466(+6),[西] 五十嵐忠
14,3,4,タイセイエクレール,牡6,56,池添謙一,1:26.0,4,153.9,14,538(+16),[西] 森田直行
15,1,1,メイショウヒサカタ,牝4,53,田中健,1:26.1,クビ,183.4,15,492(+4),[西] 浅見秀一
