着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,7,12,レッドジェニアル,牡3,56,酒井学,2:11.9,,34.6,11,480(0),[西] 高橋義忠
2,3,3,ロジャーバローズ,牡3,56,浜中俊,2:11.9,クビ,5.2,2,494(-6),[西] 角居勝彦
3,4,6,サトノソロモン,牡3,56,アヴドゥ,2:12.3,2.1/2,13.0,7,550(+4),[西] 池江泰寿
4,4,5,ナイママ,牡3,56,柴田大知,2:12.3,ハナ,32.6,10,456(-2),[東] 武藤善則
5,5,7,タガノディアマンテ,牡3,56,松山弘平,2:12.5,1.1/4,4.1,1,460(0),[西] 鮫島一歩
6,3,4,ブレイキングドーン,牡3,56,福永祐一,2:12.5,ハナ,6.4,4,494(-4),[西] 中竹和也
7,8,13,ヒーリングマインド,牡3,56,池添謙一,2:12.8,1.3/4,9.7,6,476(+4),[西] 松田国英
8,1,1,オールイズウェル,牡3,56,藤岡佑介,2:13.1,2,5.9,3,490(-4),[西] 佐々木晶
9,8,14,モズベッロ,牡3,56,藤井勘一,2:13.2,クビ,58.7,12,482(+2),[西] 森田直行
10,2,2,ヴァンケドミンゴ,牡3,56,藤岡康太,2:13.4,1.1/4,32.2,9,460(-2),[西] 藤岡健一
11,7,11,トーセンスカイ,牡3,56,武豊,2:13.5,1/2,14.0,8,484(-10),[西] 藤原英昭
12,5,8,ハバナウインド,牡3,56,岩田康誠,2:13.5,クビ,67.3,13,456(-10),[西] 浅見秀一
13,6,9,フランクリン,牡3,56,北村友一,2:13.8,2,8.5,5,474(+2),[西] 音無秀孝
14,6,10,ヤマカツシシマル,牡3,56,幸英明,2:14.4,3.1/2,141.7,14,496(+12),[西] 谷潔
