着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,3,5,ウインモナーク,牡3,56,松岡正海,1:09.9,,3.6,1,484(0),[東] 奥平雅士
2,4,7,グランアプロウソ,牡3,56,角田大和,1:10.2,1.3/4,5.8,4,478(+2),[西] 松永幹夫
3,7,13,バーニングアイズ,牝3,54,泉谷楓真,1:10.2,クビ,56.6,12,412(-10),[西] 森田直行
4,7,14,セリノーフォス,牝3,54,荻野極,1:10.2,ハナ,4.7,2,452(-2),[西] 本田優
5,6,11,アリシアン,牝3,54,斎藤新,1:10.2,ハナ,5.1,3,492(+8),[東] 加藤征弘
6,4,8,ブランデーロック,牡3,56,原優介,1:10.2,クビ,7.0,5,462(-6),[東] 小桧山悟
7,1,1,アイムファイン,牝3,54,嶋田純次,1:10.3,クビ,126.4,14,398(-2),[東] 奥平雅士
8,3,6,ショウナンナウシカ,牝3,54,秋山稔樹,1:10.4,1/2,26.9,8,460(+6),[東] 大竹正博
9,2,3,ローズブルーム,牝3,54,黛弘人,1:10.5,3/4,169.2,15,440(-6),[東] 伊藤大士
10,2,4,ホワイトターフ,牝3,54,松本大輝,1:10.5,ハナ,37.8,9,438(+4),[西] 新谷功一
11,5,9,サンダビューク,牡3,56,中井裕二,1:10.5,クビ,53.1,11,462(-12),[東] 蛯名利弘
12,8,16,タッカーシルバー,牝3,54,武藤雅,1:10.6,1/2,14.9,6,452(-8),[東] 鈴木伸尋
13,5,10,オーロベルディ,牝3,54,柴山雄一,1:10.6,クビ,112.6,13,468(-8),[西] 池添兼雄
14,6,12,グランデレジーナ,牝3,54,古川吉洋,1:10.8,1.1/4,26.6,7,438(0),[西] 藤岡健一
15,1,2,キテヤエヒメ,牝3,54,亀田温心,1:10.9,1/2,217.2,16,406(-10),[東] 伊坂重信
16,8,15,ニホンピロポート,牝3,54,西村淳也,1:12.4,9,45.5,10,432(-2),[西] 安達昭夫
