着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,6,6,リッチーリッチー,牡3,54,ホワイト,1:48.8,,2.3,2,512(+8),[西] 友道康夫
2,5,5,ショウボート,牡4,57,松山弘平,1:49.0,1.1/4,2.2,1,482(+10),[西] 石坂正
3,8,10,アグネススターダム,牡3,54,岩崎翼,1:49.3,1.3/4,10.8,4,452(+2),[西] 河内洋
4,1,1,グリーンラヴ,牡6,57,川田将雅,1:49.3,クビ,7.2,3,474(+8),[西] 中村均
5,7,7,ウインハートビート,牡3,54,高倉稜,1:49.8,3,21.2,5,472(+6),[西] 宮本博
6,2,2,ノーブルソニック,牝4,55,鮫島克駿,1:49.9,1/2,24.7,6,474(+12),[西] 斉藤崇史
7,3,3,ネオアトラクション,牡4,57,バルジュ,1:50.3,2.1/2,27.1,7,492(+2),[西] 角居勝彦
8,8,9,オカホンコー,牡5,57,国分優作,1:50.5,1.1/4,96.5,8,484(-6),[西] 湯窪幸雄
9,7,8,サンライズフレンチ,牡5,57,義英真,1:50.9,2.1/2,108.6,9,518(-4),[西] 崎山博樹
10,4,4,アンシャックルド,セ6,57,荻野極,1:51.2,2,136.9,10,484(+2),[西] 音無秀孝
