着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
1,3,3,クラウディオス,セ6,53,和田竜二,1:47.9,,91.2,11,476(-16),[西] 石坂正
2,1,1,アドマイヤツヨシ,牡6,55,幸英明,1:47.9,クビ,16.9,7,472(0),[西] 梅田智之
3,6,7,キリシマホーマ,牡5,57,小牧太,1:48.0,1/2,6.6,4,516(-2),[西] 橋口慎介
4,6,6,ブレイヴリー,牡5,56,国分恭介,1:48.0,ハナ,4.7,2,480(-8),[西] 宮徹
5,4,4,テーオービックバン,牡5,55,藤岡佑介,1:48.0,アタマ,2.5,1,498(+12),[西] 藤岡健一
6,7,8,ビキニスタイル,牝5,52,藤岡康太,1:48.1,クビ,19.4,8,448(0),[西] 中尾秀正
7,7,9,スズカビスタ,牡5,54,太宰啓介,1:48.1,クビ,46.0,9,464(-12),[西] 谷潔
8,8,11,カゼルタ,牝4,54,鮫島克駿,1:48.3,1.1/4,5.9,3,462(+8),[西] 高橋康之
9,2,2,フェイトカラー,牝5,51,荻野極,1:48.4,3/4,16.2,6,524(+8),[西] 浜田多実
10,5,5,エイヴィアンボス,牡6,53,北村友一,1:48.7,2,76.6,10,536(+2),[西] 橋口慎介
中,8,10,サンセットスカイ,牡6,55,浜中俊,,,9.0,5,474(-4),[西] 宮本博
