0,1,2,3
単勝,2,440,2
複勝,2 11 15,150 330 140,2 6 1
枠連,2 - 6,1880,8
馬連,2 - 11,3640,12
ワイド,2 - 11 2 - 15 11 - 15,"1,210 260 1,180",15 1 13
馬単,2 → 11,5660,19
三連複,2 - 11 - 15,3770,7
三連単,2 → 11 → 15,22560,48
