0,1,2,3
単勝,16,1620,6
複勝,16 6 11,340 150 170,6 1 2
枠連,3 - 8,1560,8
馬連,6 - 16,3260,9
ワイド,6 - 16 11 - 16 6 - 11,"1,210 1,340 400",13 16 1
馬単,16 → 6,8320,30
三連複,6 - 11 - 16,5720,8
三連単,16 → 6 → 11,39600,90
