0,1,2,3
単勝,15,540,3
複勝,15 3 7,190 140 370,3 1 6
枠連,2 - 8,540,2
馬連,3 - 15,720,2
ワイド,3 - 15 7 - 15 3 - 7,"380 1,680 910",2 20 9
馬単,15 → 3,1790,5
三連複,3 - 7 - 15,4460,12
三連単,15 → 3 → 7,21970,56
